case,config,who,code,price,quadrant,cost,PCR,order_churn,fill,cover_days,orders_per_year,n_orders,unit_days,measured_days
Long-lead importer,WI Sliding Economic Lot Size,SAP only,22902,2.1,erratic,78.18746751916883,0.04892512972572276,0.99,0.9740845968357873,27.147185449959167,20.241502683363148,31,41008.15629642053,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,22902,2.1,erratic,71.87531292918777,0.022732888559426737,0.989247311827957,0.9849902024185273,29.26882131049556,13.711985688729875,21,44213.06956941317,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,22902,2.1,erratic,84.73240040855524,0.05386706202125031,0.9624724061810155,0.980494121060274,14.228673328165952,39.17710196779964,60,21493.63368838728,559
Long-lead importer,Calendar bucket 7d,SAP only,22902,2.1,erratic,102.22810400363593,0.07141092167037312,0.806136680613668,0.9432094717720264,19.116293985702846,45.05366726296959,69,28876.804669826466,559
Long-lead importer,Calendar bucket 28d,SAP only,22902,2.1,erratic,71.248998104532,0.03249320484309365,0.9813432835820896,0.9874204576880865,17.402399501215235,26.77101967799642,41,26287.819781319482,559
Long-lead importer,Short 7d / long 28d,SAP only,22902,2.1,erratic,63.31815972515833,0.05263157894736842,1.0,0.9994783149457589,20.318713468161143,18.282647584973166,28,30693.162618292357,559
Long-lead importer,Short 7d / long 56d,SAP only,22902,2.1,erratic,68.07873562683884,0.03545836422041018,1.0,0.9916374010404311,19.605666601754088,22.20035778175313,34,29616.04405665755,559
Long-lead importer,Per requirement,Both,82582,2.1,erratic,255.26040395601922,0.29552755127254754,0.7133909931404713,0.9617566060694643,12.973321541916063,110.34883720930233,169,74964.3986760643,559
Long-lead importer,Per period 7d,Both,82582,2.1,erratic,178.38072228129147,0.13615023474178403,0.9874551971326165,0.9730259161231737,14.495388883581242,53.54203935599284,82,83759.43722064616,559
Long-lead importer,Per period 14d,Both,82582,2.1,erratic,162.44454820733176,0.07412898443291327,0.9900990099009901,0.9860822059576111,15.708165566726601,37.871198568872984,58,90767.28594208593,559
Long-lead importer,Per period 28d,Both,82582,2.1,erratic,171.18219178354906,0.038917716827279465,0.984375,0.9905236091842459,20.48141767561917,22.853309481216456,35,118348.80952617952,559
Long-lead importer,Per period 56d,Both,82582,2.1,erratic,249.20587752606144,0.020385470719051148,1.0,0.9931754565883769,35.07350645091869,10.447227191413237,16,202667.01261193433,559
Long-lead importer,Min/Max,Both,82582,2.1,erratic,159.51500817985396,0.04175932789720781,0.9970501474926253,0.9068242538690299,21.885046947546336,9.141323792486583,14,126459.4713943969,559
Long-lead importer,SP Part Period Balancing,SAP only,82582,2.1,erratic,181.92872756131084,0.07734124042500617,0.9984051036682615,0.9414209598505591,19.240119927414913,35.25939177101968,54,111176.1560949487,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,82582,2.1,erratic,161.78329336204553,0.08327155917963924,0.9985185185185185,0.9811867710267219,16.059906243853153,35.91234347048301,55,92799.76685034909,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,82582,2.1,erratic,168.11661457599348,0.03941191005683222,0.9937694704049844,0.9864935264462348,17.76440579988735,32.64758497316637,50,102648.96266723242,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,82582,2.1,erratic,154.67487556624565,0.0804299481097109,0.9893617021276596,0.9833943793915937,12.133273820611869,48.318425760286225,74,70110.3085278087,559
Long-lead importer,Calendar bucket 7d,SAP only,82582,2.1,erratic,178.90431158556163,0.09982703236965654,0.9450292397660819,0.9680678361854798,13.220560614366232,59.41860465116279,91,76393.03268745236,559
Long-lead importer,Calendar bucket 28d,SAP only,82582,2.1,erratic,199.16340982424862,0.033358042994810974,0.989010989010989,0.9711284878298949,22.43375626811617,32.64758497316637,50,129630.10615678749,559
Long-lead importer,Short 7d / long 28d,SAP only,82582,2.1,erratic,156.67669733537704,0.058438349394613294,0.9957894736842106,0.9909318530769763,16.645463223905743,30.03577817531306,46,96183.32030336338,559
Long-lead importer,Short 7d / long 56d,SAP only,82582,2.1,erratic,154.52094961510397,0.04175932789720781,1.0,0.9867470554000662,17.524422288781334,24.81216457960644,38,101262.25383217368,559
Long-lead importer,Per requirement,Both,22070,3.75,erratic,177.02931873519532,0.09500864838151718,0.6074249605055292,0.9602378950207152,32.64766322180301,54.19499105545617,83,45760.93511779505,559
Long-lead importer,Per period 7d,Both,22070,3.75,erratic,167.00988325995704,0.05127254756609834,0.8350100603621731,0.9470341756298973,40.2794750617938,33.3005366726297,51,56458.14318651243,559
Long-lead importer,Per period 14d,Both,22070,3.75,erratic,156.85481646867973,0.045095132196688904,0.9287531806615776,0.9851569533246776,37.44797657032089,31.99463327370304,49,52489.34401475747,559
Long-lead importer,Per period 28d,Both,22070,3.75,erratic,178.81752616862366,0.02718062762540153,0.9606986899563319,0.9656104190459757,50.97611270491271,20.894454382826474,32,71451.19606873019,559
Long-lead importer,Per period 56d,Both,22070,3.75,erratic,190.29205938808147,0.014702248579194464,0.9834710743801653,0.9921684777721504,59.47384861119879,12.40608228980322,19,83362.13556886632,559
Long-lead importer,Min/Max,Both,22070,3.75,erratic,117.42825054489893,0.02446256486286138,0.9850746268656716,0.8387854377453269,36.60545523622293,7.835420393559929,12,51308.41526518415,559
Long-lead importer,SP Part Period Balancing,SAP only,22070,3.75,erratic,145.9024120370491,0.03422288114652829,0.9822695035460993,0.9965860900306623,37.81170936950339,24.159212880143112,37,52999.17385803056,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,22070,3.75,erratic,210.93030164506388,0.02545095132196689,0.976303317535545,0.9576332306110045,64.90356004008561,15.670840787119857,24,90972.74680059776,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,22070,3.75,erratic,166.1589329649476,0.020385470719051148,0.9939759036144579,0.9983542466542615,52.483480714186385,9.79427549194991,15,73564.01404294118,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,22070,3.75,erratic,148.5633387738926,0.05114899925871016,0.9605568445475638,0.9547290398404205,34.22190794946251,32.64758497316637,50,47967.49153662774,559
Long-lead importer,Calendar bucket 7d,SAP only,22070,3.75,erratic,169.91295022934725,0.05016061279960465,0.7733333333333333,0.9817867850068243,38.85699012172622,37.871198568872984,58,54464.30244494899,559
Long-lead importer,Calendar bucket 28d,SAP only,22070,3.75,erratic,155.576474643315,0.026562886088460587,0.9307359307359307,0.9896100252529682,41.517821525427934,23.506261180679786,36,58193.88432641331,559
Long-lead importer,Short 7d / long 28d,SAP only,22070,3.75,erratic,156.34256059736364,0.04126513466765505,0.9910979228486647,0.991364917086852,44.90867758513071,17.62969588550984,27,62946.712824050315,559
Long-lead importer,Short 7d / long 56d,SAP only,22070,3.75,erratic,153.12745394095708,0.029033852236224365,0.9832635983263598,0.9967585481774118,45.18119826156821,15.01788908765653,23,63328.694251265784,559
Long-lead importer,Per requirement,Both,20692,4.25,erratic,617.1777487562189,0.004571287373362985,0.9487179487179487,1.0,383.7479351612114,0.0,0,265023.3862306116,559
Long-lead importer,Per period 7d,Both,20692,4.25,erratic,569.1509613145957,0.001235483073881888,1.0,1.0,353.88590505677047,0.0,0,244400.1186821499,559
Long-lead importer,Per period 14d,Both,20692,4.25,erratic,605.4377330798609,0.000617741536940944,1.0,1.0,376.44824429639675,0.0,0,259982.085381352,559
Long-lead importer,Per period 28d,Both,20692,4.25,erratic,592.8493097871146,0.0004941932295527551,1.0,1.0,368.6210317060822,0.0,0,254576.46832034917,559
Long-lead importer,Per period 56d,Both,20692,4.25,erratic,682.8891068308423,0.00012354830738818879,1.0,1.0,424.6058533680717,0.0,0,293240.6164626558,559
Long-lead importer,Min/Max,Both,20692,4.25,erratic,119.45135949608603,0.001729676303434643,1.0,0.6775335477243871,73.0287454130223,1.3059033989266546,2,50434.99554831929,559
Long-lead importer,SP Part Period Balancing,SAP only,20692,4.25,erratic,566.6786748745052,0.0007412898443291327,1.0,1.0,352.3486901807907,0.0,0,243338.48979905221,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,20692,4.25,erratic,829.018361254783,0.000617741536940944,1.0,1.0,515.4659010040153,0.0,0,355990.237479995,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,20692,4.25,erratic,636.1496919998596,0.000617741536940944,1.0,1.0,395.5442840419267,0.0,0,273170.1618587632,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,20692,4.25,erratic,616.5840556233566,0.001111934766493699,1.0,1.0,383.37878945834956,0.0,0,264768.44741473545,559
Long-lead importer,Calendar bucket 7d,SAP only,20692,4.25,erratic,632.3933239751046,0.0016061279960464542,1.0,1.0,393.2086546772739,0.0,0,271557.1332363684,559
Long-lead importer,Calendar bucket 28d,SAP only,20692,4.25,erratic,623.8762056599068,0.00037064492216456633,1.0,1.0,387.9128925186937,0.0,0,267899.7824304305,559
Long-lead importer,Short 7d / long 28d,SAP only,20692,4.25,erratic,625.4533108353778,0.000617741536940944,1.0,1.0,388.8935028142507,0.0,0,268577.0099469563,559
Long-lead importer,Short 7d / long 56d,SAP only,20692,4.25,erratic,640.9442723990389,0.00024709661477637757,1.0,1.0,398.52545167452104,0.0,0,275229.01108899905,559
Long-lead importer,Per requirement,Both,21889,1.25,erratic,292.5832534860905,0.37867556214479864,0.8427275226835304,0.9794977452802591,10.441705195120099,144.30232558139534,221,104511.55008969214,559
Long-lead importer,Per period 7d,Both,21889,1.25,erratic,241.98573982501622,0.10513960958734865,0.9883855981416957,0.9783201283174295,24.941345927637208,46.35957066189624,71,249639.1801445237,559
Long-lead importer,Per period 14d,Both,21889,1.25,erratic,213.34358213707475,0.07066963182604398,0.9965156794425087,0.9711613421198391,23.534863781056526,33.95348837209303,52,235561.62992012914,559
Long-lead importer,Per period 28d,Both,21889,1.25,erratic,177.11891401929932,0.04262416604892513,0.9971098265895953,0.9876258010874926,21.022336090420847,21.547406082289804,33,210413.614468177,559
Long-lead importer,Per period 56d,Both,21889,1.25,erratic,251.38726982222678,0.02013837410427477,1.0,1.0,35.210675494490694,6.529516994633274,10,352425.4139404511,559
Long-lead importer,Min/Max,Both,21889,1.25,erratic,216.100102888146,0.03978255497899679,1.0,0.8616682644004314,29.33406749211759,9.79427549194991,15,293606.1502166932,559
Long-lead importer,SP Part Period Balancing,SAP only,21889,1.25,erratic,133.34526687386335,0.08833703978255499,0.99721059972106,0.9911511940887199,10.261122578225025,41.135957066189626,63,102704.08963584047,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,21889,1.25,erratic,145.81436408938896,0.0914257474672597,0.9986504723346828,0.9902788606582861,15.434928442379253,26.118067978533094,40,154488.97157050786,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,21889,1.25,erratic,164.26428207162354,0.040153199901161354,0.9969325153374233,0.9960521119436,16.66750098129832,32.64758497316637,50,166825.85182457036,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,21889,1.25,erratic,233.8747419644275,0.06968124536693847,0.9877408056042032,0.9709313063332572,24.633418916020172,42.44186046511628,65,246557.12326806414,559
Long-lead importer,Calendar bucket 7d,SAP only,21889,1.25,erratic,174.63481308000667,0.11082283172720533,0.9552715654952076,0.9721276057736733,10.303358100888182,67.90697674418605,104,103126.82709680975,559
Long-lead importer,Calendar bucket 28d,SAP only,21889,1.25,erratic,157.4459220175054,0.037064492216456635,0.9900990099009901,0.9976397486882408,17.569204365733324,24.159212880143112,37,175851.0461455579,559
Long-lead importer,Short 7d / long 28d,SAP only,21889,1.25,erratic,164.51800434679313,0.06041512231282432,1.0,0.9952034421267795,17.72558685859522,28.076923076923077,43,177416.28634631797,559
Long-lead importer,Short 7d / long 56d,SAP only,21889,1.25,erratic,162.5050252674533,0.044230294044971585,1.0,0.9954116723823426,18.015429603366545,25.46511627906977,39,180317.33689048182,559
Long-lead importer,Per requirement,Both,21115,6.75,erratic,165.442501426044,0.14467506795156906,0.48629568106312293,0.9447363778713064,13.15370127518312,77.70125223613596,119,12556.676311485971,559
Long-lead importer,Per period 7d,Both,21115,6.75,erratic,137.0424364152949,0.07795898196194712,0.7593261131167268,0.9640879124403867,19.27135393574059,45.05366726296959,69,18396.65873450566,559
Long-lead importer,Per period 14d,Both,21115,6.75,erratic,91.22285203651923,0.06325673338275266,0.8998242530755711,0.9844615370292606,12.241814426278694,31.341681574239715,48,11686.17851357742,559
Long-lead importer,Per period 28d,Both,21115,6.75,erratic,102.97467677801498,0.04558932542624166,0.9710526315789474,0.9973768111702781,19.81861370303681,21.547406082289804,33,18919.079277018864,559
Long-lead importer,Per period 56d,Both,21115,6.75,erratic,117.74081782905675,0.020632567333827526,0.9823529411764705,0.9977123455026564,26.833016698603494,15.01788908765653,23,25615.110005633862,559
Long-lead importer,Min/Max,Both,21115,6.75,erratic,143.7333407741979,0.025203854707190512,0.9760765550239234,0.9432676596094026,36.74379194869072,9.141323792486583,14,35076.05139450535,559
Long-lead importer,SP Part Period Balancing,SAP only,21115,6.75,erratic,90.61487253375338,0.049789967877440076,0.9618138424821002,0.9859372550577061,12.919295657879381,29.382826475849733,45,12332.909981348135,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,21115,6.75,erratic,91.45005563391592,0.054114158636026685,0.9755011135857461,0.983675884308189,17.68744902199528,18.935599284436492,29,16884.64467139208,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,21115,6.75,erratic,107.00330836993324,0.022979985174203115,0.9946524064171123,0.9905138343432275,21.242850463590546,20.894454382826474,32,20278.67226298195,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,21115,6.75,erratic,87.44303073955328,0.0627625401531999,0.918625678119349,0.9487099148544152,10.038370551112846,33.95348837209303,52,9582.745348101442,559
Long-lead importer,Calendar bucket 7d,SAP only,21115,6.75,erratic,123.40299614017616,0.08030639980232271,0.6585612968591692,0.9598675812055029,9.177355193227676,59.41860465116279,91,8760.810067529106,559
Long-lead importer,Calendar bucket 28d,SAP only,21115,6.75,erratic,93.71927627493568,0.0363232023721275,0.9216300940438872,0.9920040027898724,14.364993024253092,28.076923076923077,43,13712.989511371497,559
Long-lead importer,Short 7d / long 28d,SAP only,21115,6.75,erratic,100.81263827363179,0.0627625401531999,1.0,0.9805256745647982,15.524337574799654,30.03577817531306,46,14819.713311018964,559
Long-lead importer,Short 7d / long 56d,SAP only,21115,6.75,erratic,93.49600670462411,0.04447739065974796,1.0,0.9853033904658052,16.00111046164786,24.159212880143112,37,15274.846257176148,559
Long-lead importer,Per requirement,Both,22365,7.95,erratic,1616.257955080397,0.04645416357795898,0.5930599369085173,0.9159365445928759,206.2085104304647,7.835420393559929,12,368273.052581349,559
Long-lead importer,Per period 7d,Both,22365,7.95,erratic,387.69586218397717,0.05584383493946133,0.904,0.9641026275116726,46.620291483300086,16.323792486583184,25,83260.37087871174,559
Long-lead importer,Per period 14d,Both,22365,7.95,erratic,499.0425530781781,0.027674820854954287,0.9696969696969697,0.955066659426369,61.83236804890751,11.753130590339893,18,110428.00746763207,559
Long-lead importer,Per period 28d,Both,22365,7.95,erratic,371.82012183955356,0.02557449962935508,0.9951923076923077,0.9630094172000929,45.22234284969663,13.059033989266547,20,80763.73866128115,559
Long-lead importer,Per period 56d,Both,22365,7.95,erratic,287.8923039039975,0.022732888559426737,0.968421052631579,0.9994142405712113,34.43440798837134,13.059033989266547,20,61497.28988991138,559
Long-lead importer,Min/Max,Both,22365,7.95,erratic,316.5227534750197,0.017420311341734617,0.9929577464788732,0.8078424422428283,39.142821880612374,7.835420393559929,12,69906.16667822779,559
Long-lead importer,SP Part Period Balancing,SAP only,22365,7.95,erratic,165.16702191550968,0.05744996293550778,0.9830866807610994,0.9821956612593788,15.060443979260212,31.341681574239715,48,26896.832074944046,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,22365,7.95,erratic,373.5359753383225,0.0374351371386212,0.9742765273311897,0.9814863224529242,45.44289565604398,13.059033989266547,20,81157.62955879729,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,22365,7.95,erratic,178.61546275530998,0.03558191252779837,0.9632107023411371,0.9773524046773798,18.074465534945606,24.81216457960644,38,32279.65025514977,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,22365,7.95,erratic,369.01196792493374,0.046330615270570794,0.9541984732824428,0.9412044598295982,43.44746690689002,20.241502683363148,31,77593.94232239045,559
Long-lead importer,Calendar bucket 7d,SAP only,22365,7.95,erratic,472.2566477287108,0.04040029651593773,0.7694117647058824,0.9392198838717551,57.48958689354826,16.323792486583184,25,102672.12353520718,559
Long-lead importer,Calendar bucket 28d,SAP only,22365,7.95,erratic,167.3881819009971,0.03780578206078577,0.9329268292682927,0.996437920277889,16.759868749532643,24.159212880143112,37,29931.87823513455,559
Long-lead importer,Short 7d / long 28d,SAP only,22365,7.95,erratic,323.10708535470627,0.03694094390906844,0.9966666666666667,0.982911314057864,39.34646912817817,11.100178890876565,17,70269.86550595457,559
Long-lead importer,Short 7d / long 56d,SAP only,22365,7.95,erratic,267.5469011302258,0.04311835927847788,0.9971428571428571,0.9779200778386594,28.220174510164455,31.341681574239715,48,50399.13139152982,559
Long-lead importer,Per requirement,Both,21918,0.42,erratic,175.92287978710192,0.3967136150234742,0.8077987421383648,0.9563471040118764,12.815806685584976,93.37209302325581,143,143057.75145585957,559
Long-lead importer,Per period 7d,Both,21918,0.42,erratic,107.53787286434677,0.14912280701754385,0.9805036555645816,0.9676577726174673,11.108866059479777,51.58318425760286,79,124003.85232722106,559
Long-lead importer,Per period 14d,Both,21918,0.42,erratic,102.07133482864498,0.09488510007412898,0.9974025974025974,0.9796260394657781,12.484327919382261,45.70661896243291,70,139357.58586256445,559
Long-lead importer,Per period 28d,Both,21918,0.42,erratic,82.92509250676191,0.05695576970595503,1.0,0.9906029036909099,16.32007541006256,26.77101967799642,41,182174.50910676306,559
Long-lead importer,Per period 56d,Both,21918,0.42,erratic,112.42352895846194,0.02940449715838893,1.0,0.9916402479626775,30.527730053759527,22.20035778175313,34,340768.90559331677,559
Long-lead importer,Min/Max,Both,21918,0.42,erratic,91.45691134616426,0.03261675315048184,1.0,0.8814236310954575,30.15145724475264,9.141323792486583,14,336568.72192083276,559
Long-lead importer,SP Part Period Balancing,SAP only,21918,0.42,erratic,79.97782137929805,0.0605386706202125,1.0,0.9896049325327861,11.669391199569144,32.64758497316637,50,130260.77146956888,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,21918,0.42,erratic,90.25109414080734,0.06140350877192982,0.9979919678714859,0.9853451181034595,24.232326990644623,18.282647584973166,28,270495.825730889,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,21918,0.42,erratic,86.0796868984569,0.0253274030145787,1.0,0.9967404493346039,23.77633623694577,16.323792486583184,25,265405.7823563901,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,21918,0.42,erratic,97.84941008678634,0.07771188534717074,0.9968304278922345,0.9639928110657594,12.787207319958965,42.44186046511628,65,142738.5081152025,559
Long-lead importer,Calendar bucket 7d,SAP only,21918,0.42,erratic,113.37489056671706,0.13516184828267852,0.9724444444444444,0.9493390847872766,10.656154862842024,56.15384615384615,86,118950.41734347295,559
Long-lead importer,Calendar bucket 28d,SAP only,21918,0.42,erratic,134.70019051178008,0.040153199901161354,0.9908536585365854,0.950481248266778,32.19249535015595,33.95348837209303,52,359352.01829523477,559
Long-lead importer,Short 7d / long 28d,SAP only,21918,0.42,erratic,78.21096309040098,0.07289350135903139,1.0,0.9911652438039272,12.927948149159855,29.382826475849733,45,144309.54199995665,559
Long-lead importer,Short 7d / long 56d,SAP only,21918,0.42,erratic,77.50633744840897,0.05127254756609834,1.0,0.9777465376209133,17.324870142303833,21.547406082289804,33,193390.63296034845,559
Long-lead importer,Per requirement,Both,20977,1.25,erratic,184.2886479462911,0.22016308376575242,0.7001964636542239,0.9734309651304085,9.654954857504936,107.73703041144901,165,28161.42600158501,559
Long-lead importer,Per period 7d,Both,20977,1.25,erratic,105.06742319764425,0.09995058067704472,0.9417927823050058,0.9715039037438294,14.549732027807087,49.62432915921288,76,42438.437868560606,559
Long-lead importer,Per period 14d,Both,20977,1.25,erratic,78.14187006989383,0.06646898937484556,0.9764065335753176,0.9915478422034014,13.085343053509177,33.95348837209303,52,38167.130302044985,559
Long-lead importer,Per period 28d,Both,20977,1.25,erratic,74.28588392618482,0.0374351371386212,0.9934426229508196,0.9893364334146547,21.666798856934548,20.241502683363148,31,63197.39053222984,559
Long-lead importer,Per period 56d,Both,20977,1.25,erratic,91.3981659876398,0.021620953792933037,1.0,0.9934827626105246,35.73843389328161,13.059033989266547,20,104241.3223419541,559
Long-lead importer,Min/Max,Both,20977,1.25,erratic,54.097902969987686,0.04534222881146528,0.994579945799458,0.9154016807496744,19.069949037644335,10.447227191413237,16,55622.93833618202,559
Long-lead importer,SP Part Period Balancing,SAP only,20977,1.25,erratic,71.94670951788223,0.04904867803311095,0.9900249376558603,0.9885459286107516,18.493717834540714,22.853309481216456,35,53942.195896108045,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,20977,1.25,erratic,108.93665969404722,0.03558191252779837,0.9896907216494846,0.9856347967896557,41.01348900781224,17.62969588550984,27,119627.52315330895,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,20977,1.25,erratic,79.24572552061954,0.019891277489498396,1.0,1.0,31.657720465012943,10.447227191413237,16,92338.75926010455,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,20977,1.25,erratic,89.16842022695046,0.05930318754633061,0.9856262833675564,0.9901906520337481,13.599183912284982,40.483005366726296,62,39665.89353134767,559
Long-lead importer,Calendar bucket 7d,SAP only,20977,1.25,erratic,115.80319729256885,0.09389671361502347,0.9026128266033254,0.975398602773564,11.914717711887452,60.07155635062612,92,34752.66804715054,559
Long-lead importer,Calendar bucket 28d,SAP only,20977,1.25,erratic,97.14145652574298,0.034840622683469234,0.986013986013986,0.993391281422674,17.08954523113162,41.135957066189626,63,49846.526527584756,559
Long-lead importer,Short 7d / long 28d,SAP only,20977,1.25,erratic,88.30282125864144,0.054114158636026685,0.9977220956719818,0.9958708195050087,21.174725710923575,30.03577817531306,46,61762.11903761652,559
Long-lead importer,Short 7d / long 56d,SAP only,20977,1.25,erratic,96.98691501597926,0.0363232023721275,1.0,0.9768402242576416,27.02321224518288,28.076923076923077,43,78820.89592332974,559
Long-lead importer,Per requirement,Both,20718,1.25,erratic,494.4801750994908,0.28169014084507044,0.8216216216216217,0.9697404165375946,51.437597549748624,88.14847942754919,135,524841.0556452565,559
Long-lead importer,Per period 7d,Both,20718,1.25,erratic,362.815833494269,0.1233012107734124,0.9881188118811881,0.988803825991806,41.46940843871944,47.665474060822895,73,423131.1169016327,559
Long-lead importer,Per period 14d,Both,20718,1.25,erratic,445.0741599727158,0.06313318507536447,0.9961013645224172,0.9750403923483218,56.959965678117904,30.688729874776385,47,581188.2735601651,559
Long-lead importer,Per period 28d,Both,20718,1.25,erratic,372.3510916303711,0.038052878675562146,0.9935483870967742,0.9955357313625576,49.55897236132278,16.976744186046513,26,505672.5937803418,559
Long-lead importer,Per period 56d,Both,20718,1.25,erratic,390.71721733159694,0.020756115641215715,1.0,1.0,54.04711457964665,8.488372093023257,13,551467.1373041315,559
Long-lead importer,Min/Max,Both,20718,1.25,erratic,207.65614389471043,0.03434642945391648,0.996415770609319,0.9454199581111707,27.85311982078273,8.488372093023257,13,284197.97008627723,559
Long-lead importer,SP Part Period Balancing,SAP only,20718,1.25,erratic,394.64533510529486,0.059426735853718805,1.0,0.9856675920242448,50.45960829389863,27.42397137745975,42,514862.18925373047,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,20718,1.25,erratic,389.13740602153484,0.06103286384976526,1.0,0.9945890668288396,51.24546229384743,20.241502683363148,31,522880.61279144086,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,20718,1.25,erratic,371.1800707095044,0.02841611069928342,1.0,0.9910420248267614,49.39141234821995,16.976744186046513,26,503962.90323587635,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,20718,1.25,erratic,340.69862500318146,0.07561156412157154,0.996742671009772,0.9825199556864637,39.44939359731829,42.44186046511628,65,402519.9925046449,559
Long-lead importer,Calendar bucket 7d,SAP only,20718,1.25,erratic,396.2044284326842,0.090313812700766,0.9720744680851063,0.9826722947631368,44.95914394610547,53.54203935599284,82,458738.46551171894,559
Long-lead importer,Calendar bucket 28d,SAP only,20718,1.25,erratic,387.7821926602721,0.030887076847047196,1.0,0.9957750357911477,50.049924592220435,24.81216457960644,38,510682.0012839972,559
Long-lead importer,Short 7d / long 28d,SAP only,20718,1.25,erratic,402.46461844410356,0.049789967877440076,1.0,0.9889281602332903,50.719927417713194,31.341681574239715,48,517518.3429283912,559
Long-lead importer,Short 7d / long 56d,SAP only,20718,1.25,erratic,404.5335759035602,0.03434642945391648,1.0,0.99656159218442,54.3070152019962,16.323792486583184,25,554119.0208191979,559
Long-lead importer,Per requirement,Both,22349,3.75,erratic,574.8110453367887,0.022732888559426737,0.7330677290836654,0.9357815832038091,139.20210188858587,9.141323792486583,14,272928.0420639038,559
Long-lead importer,Per period 7d,Both,22349,3.75,erratic,349.51249562411505,0.021003212255992092,0.8585858585858586,0.9984933396452521,83.03125069676405,9.79427549194991,15,162796.08120373602,559
Long-lead importer,Per period 14d,Both,22349,3.75,erratic,330.5582106888887,0.024091919940696812,0.9798994974874372,0.9952379713894709,78.32649973881142,9.79427549194991,15,153571.66253525918,559
Long-lead importer,Per period 28d,Both,22349,3.75,erratic,365.0542155576451,0.00901902643933778,0.9605263157894737,0.9982258435102728,87.63359654718653,7.835420393559929,12,171819.71823805396,559
Long-lead importer,Per period 56d,Both,22349,3.75,erratic,928.7199597483916,0.0027180627625401532,0.9565217391304348,0.9146938845318334,228.0407108728959,6.529516994633274,10,447110.380410884,559
Long-lead importer,Min/Max,Both,22349,3.75,erratic,170.55204385183583,0.009760316283666914,0.9875,0.9919575152551893,39.851536720826196,6.529516994633274,10,78135.32800789345,559
Long-lead importer,SP Part Period Balancing,SAP only,22349,3.75,erratic,381.2246136966508,0.008771929824561403,0.9861111111111112,0.9673804764599567,91.15091173195273,9.141323792486583,14,178715.9786657034,559
Long-lead importer,WI Sliding Economic Lot Size,SAP only,22349,3.75,erratic,488.6275512309012,0.006424511984185817,0.9629629629629629,0.9665073665727525,119.05108469274494,5.8765652951699465,9,233418.7415990386,559
Long-lead importer,DY Dynamic Planning Calculation,SAP only,22349,3.75,erratic,395.82403716152106,0.004694835680751174,1.0,1.0,97.75330604305427,1.3059033989266546,2,191661.03141860693,559
Long-lead importer,GR Groff Reorder Procedure,SAP only,22349,3.75,erratic,318.9427544314212,0.019149987645169262,0.96875,0.9980314004220481,75.69157691438949,9.141323792486583,14,148405.47382329166,559
Long-lead importer,Calendar bucket 7d,SAP only,22349,3.75,erratic,365.2653853432231,0.013960958734865333,0.9186991869918699,0.9729257107250793,87.9342278940516,7.182468694096601,11,172409.1542003686,559
Long-lead importer,Calendar bucket 28d,SAP only,22349,3.75,erratic,351.84527521709754,0.00914257474672597,0.925,1.0,85.84422442954038,3.9177101967799643,6,168311.36727232081,559
Long-lead importer,Short 7d / long 28d,SAP only,22349,3.75,erratic,370.12881846626107,0.01643192488262911,1.0,0.9980846967188318,89.14140831382186,7.182468694096601,11,174776.02498691375,559
Long-lead importer,Short 7d / long 56d,SAP only,22349,3.75,erratic,342.29733116039625,0.012725475660983445,1.0,0.9996101999871605,82.2331964234243,7.182468694096601,11,161231.36783139285,559
Long-lead importer,Per requirement,Both,22107,3.75,erratic,396.9118724236153,0.029033852236224365,0.7807308970099668,0.9882816000595662,188.94713198454065,13.711985688729875,21,182943.77791282613,559
Long-lead importer,Per period 7d,Both,22107,3.75,erratic,390.0232609994894,0.0121077341240425,0.98989898989899,0.995783029149123,194.02948774913773,2.6118067978533093,4,187864.6536864182,559
